,Game_result,Citizen,Mafia,Don,Sheriff
4748,город,"[(1, 'Алим'), (3, 'Гость'), (4, 'Гость'), (8, 'Гость'), (9, 'SM'), (10, 'Гость')]","[(2, 'MANUEL'), (6, 'КарлитоS')]","(7, 'Joy')","(5, 'beatus')"
4749,город,"[(4, 'Гость'), (5, 'beatus'), (6, 'КарлитоS'), (7, 'Joy'), (8, 'Bounty'), (10, 'Джей')]","[(3, 'Гость'), (9, 'Гость')]","(2, 'MANUEL')","(1, 'Алим')"
4750,город,"[(1, 'eduard.'), (3, 'Bounty'), (4, 'Гость'), (5, 'Joy'), (6, 'Капрал'), (10, 'Dante')]","[(7, 'Гость'), (9, 'Гость')]","(8, 'SM')","(2, 'Гость')"
4751,город,"[(5, 'Joy'), (6, 'Капрал'), (7, 'Dante'), (8, 'SM'), (9, 'Гость'), (10, 'beatus')]","[(1, 'Гость'), (3, 'eduard.')]","(4, 'Dita Von Teese')","(2, 'Bounty')"
4752,мафия,"[(2, 'eduard.'), (3, 'Гость'), (5, 'BRAVO'), (6, 'Гость'), (8, 'Гость'), (9, 'Ласточка')]","[(7, 'Bounty'), (10, 'DarK')]","(4, 'Reis')","(1, 'Joy')"
4753,мафия,"[(1, 'Гость'), (3, 'Joy'), (5, 'SM'), (7, 'Гость'), (9, 'Ласточка'), (10, 'DarK')]","[(2, 'Dante'), (6, 'BRAVO')]","(4, 'Reis')","(8, 'Гость')"
4754,город,"[(1, 'SM'), (2, 'beatus'), (4, 'Golden boy'), (5, 'РА'), (9, 'КарлитоS'), (10, 'Joy')]","[(3, 'Гость'), (7, 'Гость')]","(6, 'Teeraps')","(8, 'Гость')"
4755,город,"[(1, 'Ацтек'), (4, 'Гость'), (5, 'Golden boy'), (7, 'Гость'), (8, 'Гость'), (10, 'Teeraps')]","[(3, 'Гость'), (6, 'beatus')]","(9, 'Гость')","(2, 'Белка')"
4756,мафия,"[(1, 'КарлитоS'), (3, 'Гость'), (4, 'РА'), (5, 'Гость'), (7, 'Алим'), (10, 'Ацтек')]","[(2, 'Гость'), (9, 'SM')]","(6, 'Golden boy')","(8, 'Гость')"
4757,мафия,"[(2, 'Алим'), (3, 'Dita Von Teese'), (4, 'Bounty'), (7, 'КарлитоS'), (8, 'Гость'), (9, 'Teeraps')]","[(1, 'РА'), (6, 'SM')]","(5, 'Cat')","(10, 'beatus')"
4758,город,"[(1, 'Bounty'), (2, 'Гость'), (4, 'Dita Von Teese'), (6, 'Teeraps'), (7, 'eduard.'), (10, 'Ацтек')]","[(3, 'Cat'), (5, 'Гость')]","(9, 'Белка')","(8, 'beatus')"
4759,город,"[(1, 'SM'), (4, 'Joy'), (7, 'Reis'), (8, 'Venera'), (9, 'BRAVO'), (10, 'Dante')]","[(2, 'КарлитоS'), (6, 'Улыбка')]","(3, 'RAY')","(5, 'Гость')"
4760,мафия,"[(1, 'Reis'), (2, 'КарлитоS'), (4, 'Joy'), (6, 'Cat'), (8, 'РА'), (9, 'Venera')]","[(3, 'RAY'), (7, 'Улыбка')]","(5, 'Гость')","(10, 'beatus')"
4761,мафия,"[(2, 'BRAVO'), (5, 'Venera'), (6, 'Ласточка'), (7, 'Улыбка'), (8, 'SM'), (10, 'beatus')]","[(1, 'Reis'), (9, 'РА')]","(3, 'Dante')","(4, 'Гость')"
4762,город,"[(2, 'Улыбка'), (5, 'Reis'), (6, 'РА'), (7, 'Dante'), (8, 'SM'), (10, 'Cat')]","[(4, 'Bounty'), (9, 'Гость')]","(1, 'КарлитоS')","(3, 'Dita Von Teese')"
4763,мафия,"[(1, 'КарлитоS'), (3, 'Venera'), (4, 'beatus'), (5, 'BRAVO'), (9, 'Гость'), (10, 'SM')]","[(7, 'Joy'), (8, 'Dita Von Teese')]","(2, 'Улыбка')","(6, 'Reis')"
4764,город,"[(2, 'Reis'), (3, 'Улыбка'), (4, 'Malena'), (5, 'Dita Von Teese'), (6, 'Алим'), (9, 'beatus')]","[(7, 'Гость'), (8, 'Гость')]","(1, 'BRAVO')","(10, 'Гость')"
4765,город,"[(1, 'Алим'), (2, 'Гость'), (4, 'Гость'), (7, 'Reis'), (8, 'Bounty'), (9, 'BRAVO')]","[(6, 'Улыбка'), (10, 'Malena')]","(5, 'Dita Von Teese')","(3, 'Гость')"
4766,город,"[(2, 'Гость'), (4, 'Гость'), (5, 'Golden boy'), (7, 'Bounty'), (8, 'Malena'), (9, 'Гость')]","[(3, 'РА'), (10, 'Алим')]","(6, 'Улыбка')","(1, 'Гость')"
4767,мафия,"[(3, 'Улыбка'), (4, 'Malena'), (6, 'beatus'), (8, 'Гость'), (9, 'Гость'), (10, 'Гость')]","[(2, 'Алим'), (7, 'BRAVO')]","(1, 'Reis')","(5, 'Dita Von Teese')"
4768,город,"[(1, 'Malena'), (2, 'Алим'), (3, 'Ацтек'), (5, 'RAY'), (9, 'BRAVO'), (10, 'Reis')]","[(4, 'beatus'), (7, 'Anastasia')]","(6, 'РА')","(8, 'Меру')"
4769,мафия,"[(1, 'Ацтек'), (2, 'Цветочек'), (3, 'smith'), (4, 'beatus'), (7, 'RAY'), (10, 'РА')]","[(6, 'BRAVO'), (9, 'Reis')]","(8, 'Anastasia')","(5, 'Меру')"
4770,мафия,"[(1, 'Ацтек'), (2, 'smith'), (3, 'Цветочек'), (5, 'Атаман'), (7, 'Reis'), (9, 'RAY')]","[(8, 'Меру'), (10, 'beatus')]","(6, 'BRAVO')","(4, 'РА')"
4771,мафия,"[(4, 'Атаман'), (5, 'Anastasia'), (7, 'Reis'), (8, 'smith'), (9, 'Цветочек'), (10, 'beatus')]","[(1, 'РА'), (2, 'RAY')]","(3, 'Меру')","(6, 'BRAVO')"
4772,мафия,"[(1, 'Гость'), (4, 'Bounty'), (7, 'Malena'), (8, 'Улыбка'), (9, 'Алим'), (10, 'Reis')]","[(5, 'Гость'), (6, 'Гость')]","(3, 'Dita Von Teese')","(2, 'BRAVO')"
4773,мафия,"[(3, 'DarK'), (5, 'MANUEL'), (7, 'RAY'), (8, 'Joy'), (9, 'Reis'), (10, 'SM')]","[(1, 'Dante'), (6, 'Dita Von Teese')]","(2, 'Anastasia')","(4, 'Ласточка')"
4774,город,"[(2, 'SM'), (5, 'Dita Von Teese'), (6, 'Joy'), (7, 'MANUEL'), (8, 'Bounty'), (9, 'BRAVO')]","[(1, 'Алим'), (4, 'Ласточка')]","(3, 'DarK')","(10, 'Reis')"
4775,город,"[(2, 'Anastasia'), (4, 'Ласточка'), (5, 'Dita Von Teese'), (7, 'Bounty'), (8, 'MANUEL'), (10, 'Reis')]","[(1, 'Алим'), (6, 'Joy')]","(9, 'BRAVO')","(3, 'DarK')"
4776,город,"[(1, 'Dita Von Teese'), (2, 'BRAVO'), (6, 'Anastasia'), (8, 'Алим'), (9, 'RAY'), (10, 'SM')]","[(3, 'Dante'), (7, 'Reis')]","(5, 'MANUEL')","(4, 'Joy')"
4777,город,"[(2, 'Радио'), (3, 'Гость'), (5, 'Гость'), (6, 'Fox'), (8, 'Гость'), (10, 'Sub-Zero')]","[(7, 'Александр'), (9, 'Катерок')]","(4, 'Жэ')","(1, 'Сахара')"
4778,город,"[(1, 'Sub-Zero'), (3, 'zorgan'), (4, 'Богом данная'), (5, 'Гость'), (7, 'Док'), (10, 'Fox')]","[(2, 'Гость'), (9, 'Гость')]","(6, 'Гость')","(8, 'Сахара')"
4779,мафия,"[(2, 'Гость'), (3, 'Майор Ковальский'), (6, 'Гость'), (8, 'Гость'), (9, 'Гость'), (10, 'Гость')]","[(4, 'Александр'), (7, 'zorgan')]","(5, 'Гость')","(1, 'Fox')"
4780,мафия,"[(1, 'Гость'), (2, 'Гость'), (4, 'Сахара'), (5, 'zorgan'), (6, 'Жэ'), (8, 'Luna')]","[(9, 'Гость'), (10, 'Гость')]","(3, 'Гость')","(7, 'Гость')"
4781,город,"[(1, 'Ангел'), (2, 'Гость'), (3, 'Сахара'), (6, 'Док'), (9, 'Гость'), (10, 'zorgan')]","[(4, 'Гость'), (7, 'Гость')]","(5, 'Майор Ковальский')","(8, 'Luna')"
4782,мафия,"[(1, 'Гость'), (3, 'Жэ'), (7, 'Майор Ковальский'), (8, 'Гость'), (9, 'Гость'), (10, 'Гость')]","[(2, 'Гость'), (4, 'Гость')]","(6, 'Гость')","(5, 'Александр')"
4783,мафия,"[(1, 'Гость'), (3, 'Жэ'), (4, 'Гость'), (5, 'Гость'), (8, 'Гость'), (9, 'Ангел')]","[(2, 'Гость'), (7, 'zorgan')]","(10, 'Luna')","(6, 'Гость')"
4784,мафия,"[(1, 'Сахара'), (2, 'Sub-Zero'), (3, 'Богом данная'), (4, 'zorgan'), (5, 'Гость'), (10, 'Александр')]","[(8, 'Гость'), (9, 'Док')]","(6, 'Гость')","(7, 'Fox')"
4785,город,"[(1, 'Гость'), (2, 'Сахара'), (3, 'Богом данная'), (4, 'Гость'), (9, 'Гость'), (10, 'Fox')]","[(5, 'Александр'), (8, 'zorgan')]","(7, 'Жэ')","(6, 'Arsenal')"
4786,город,"[(2, 'Радио'), (3, 'Майор Ковальский'), (4, 'Джульетта'), (6, 'Fox'), (8, 'Док'), (9, 'Гость')]","[(1, 'zorgan'), (5, 'Гость')]","(7, 'Александр')","(10, 'Гость')"
4787,мафия,"[(1, 'zorgan'), (2, 'Александр'), (3, 'Светлая'), (5, 'Гость'), (6, 'Arsenal'), (7, 'Богом данная')]","[(8, 'Сахара'), (10, 'Гость')]","(9, 'Гость')","(4, 'Жэ')"
4788,мафия,"[(4, 'Ангел'), (5, 'Александр'), (7, 'Майор Ковальский'), (8, 'Arsenal'), (9, 'Fox'), (10, 'Гость')]","[(3, 'Док'), (6, 'Джульетта')]","(2, 'Радио')","(1, 'zorgan')"
4789,мафия,"[(1, 'Fox'), (2, 'zorgan'), (4, 'Гость'), (6, 'Гость'), (7, 'Гость'), (10, 'Гость')]","[(5, 'Майор Ковальский'), (9, 'Александр')]","(8, 'Док')","(3, 'Гость')"
4790,город,"[(4, 'Гость'), (5, 'Гость'), (7, 'Luna'), (8, 'Дорога'), (9, 'Гость'), (10, 'Гость')]","[(1, 'Жэ'), (6, 'Док')]","(2, 'Moss')","(3, 'Сахара')"
4791,мафия,"[(2, 'Гость'), (5, 'Гость'), (6, 'Александр'), (7, 'Гость'), (8, 'Arsenal'), (9, 'Гость')]","[(3, 'Ангел'), (4, 'Гость')]","(1, 'Жэ')","(10, 'Гость')"
4792,город,"[(2, 'zorgan'), (3, 'Гость'), (5, 'Док'), (7, 'Джульетта'), (8, 'Гость'), (10, 'Гость')]","[(4, 'Гость'), (9, 'Fox')]","(6, 'Майор Ковальский')","(1, 'Радио')"
4793,мафия,"[(1, 'Жэ'), (2, 'Гость'), (5, 'Luna'), (8, 'Док'), (9, 'Дорога'), (10, 'Гость')]","[(3, 'Moss'), (4, 'Гость')]","(6, 'Гость')","(7, 'Гость')"
4794,город,"[(2, 'Светлая'), (3, 'zorgan'), (4, 'Александр'), (6, 'Moss'), (7, 'Гость'), (9, 'Гость')]","[(5, 'Arsenal'), (8, 'Гость')]","(10, 'Fox')","(1, 'Гость')"
4795,мафия,"[(1, 'Гость'), (2, 'Светлая'), (4, 'Гость'), (6, 'Богом данная'), (7, 'Гость'), (10, 'Гость')]","[(3, 'Александр'), (9, 'Сиеста')]","(8, 'Ангел')","(5, 'Гость')"
4796,мафия,"[(2, 'Ангел'), (4, 'Док'), (5, 'Гость'), (6, 'Гость'), (7, 'Гость'), (10, 'Гость')]","[(1, 'Жэ'), (8, 'Дорога')]","(3, 'Moss')","(9, 'Сахара')"
4797,город,"[(1, 'Sub-Zero'), (2, 'Гость'), (3, 'Александр'), (6, 'Гость'), (7, 'Радио'), (8, 'Ангел')]","[(4, 'Arsenal'), (10, 'Гость')]","(9, 'Гость')","(5, 'Гость')"
4798,город,"[(1, 'Гость'), (3, 'Амика'), (4, 'Док'), (5, 'Luna'), (8, 'Гость'), (9, 'Arsenal')]","[(7, 'Сахара'), (10, 'Moss')]","(6, 'Светлая')","(2, 'Гость')"
4799,мафия,"[(2, 'Сахара'), (5, 'Гость'), (6, 'Светлая'), (7, 'Гость'), (8, 'Санчес'), (9, 'Док')]","[(3, 'Амика'), (10, 'Гость')]","(4, 'Гость')","(1, 'Moss')"
4800,мафия,"[(1, 'Майор Ковальский'), (4, 'Luna'), (6, 'Санчес'), (7, 'Светлая'), (8, 'Гость'), (10, 'Moss')]","[(2, 'Гость'), (5, 'Гость')]","(3, 'Амика')","(9, 'Богом данная')"
4801,мафия,"[(2, 'Док'), (3, 'Гость'), (4, 'Санчес'), (5, 'Гость'), (7, 'Светлая'), (10, 'Сахара')]","[(6, 'Майор Ковальский'), (8, 'Гость')]","(9, 'Гость')","(1, 'Гость')"
4802,город,"[(1, 'Гость'), (2, 'Fox'), (5, 'Джульетта'), (6, 'Амика'), (9, 'Сахара'), (10, 'Гость')]","[(3, 'Luna'), (8, 'Док')]","(4, 'Moss')","(7, 'Светлая')"
4803,мафия,"[(3, 'Майор Ковальский'), (4, 'Амика'), (5, 'Luna'), (7, 'Док'), (8, 'Гость'), (10, 'Гость')]","[(2, 'Гость'), (9, 'Гость')]","(6, 'Moss')","(1, 'Гость')"
4804,город,"[(1, 'Fox'), (2, 'Майор Ковальский'), (3, 'Ангел'), (4, 'Luna'), (7, 'Сахара'), (8, 'Гость')]","[(9, 'Arsenal'), (10, 'Сиеста')]","(5, 'Санчес')","(6, 'Гость')"
4805,город,"[(2, 'Ангел'), (3, 'Гость'), (4, 'Амика'), (6, 'Fox'), (7, 'Гость'), (8, 'Гость')]","[(9, 'Гость'), (10, 'Гость')]","(1, 'Гость')","(5, 'Сахара')"
4806,мафия,"[(2, 'Fox'), (3, 'Гость'), (5, 'Сахара'), (6, 'Гость'), (7, 'Гость'), (10, 'Гость')]","[(8, 'Arsenal'), (9, 'Ангел')]","(4, 'Гость')","(1, 'Гость')"
4807,мафия,"[(1, 'Сахара'), (2, 'Гость'), (4, 'Майор Ковальский'), (6, 'Светлая'), (8, 'Fox'), (10, 'Гость')]","[(7, 'Жэ'), (9, 'Гость')]","(5, 'Гость')","(3, 'zorgan')"
4808,город,"[(1, 'Сахара'), (2, 'Arsenal'), (4, 'Майор Ковальский'), (5, 'Гость'), (9, 'Гость'), (10, 'Богом данная')]","[(3, 'zorgan'), (8, 'Fox')]","(7, 'Жэ')","(6, 'Светлая')"
4809,мафия,"[(1, 'Богом данная'), (2, 'Жэ'), (3, 'Sub-Zero'), (4, 'Гость'), (6, 'Гость'), (7, 'Сахара')]","[(9, 'zorgan'), (10, 'Светлая')]","(5, 'Гость')","(8, 'Гость')"
4810,мафия,"[(1, 'Сахара'), (3, 'Гость'), (4, 'Майор Ковальский'), (5, 'Гость'), (7, 'Fox'), (8, 'Гость')]","[(2, 'Богом данная'), (9, 'zorgan')]","(10, 'Светлая')","(6, 'Жэ')"
4811,город,"[(1, 'Гость'), (3, 'Гость'), (4, 'Майор Ковальский'), (7, 'Гость'), (9, 'zorgan'), (10, 'Светлая')]","[(2, 'Жэ'), (5, 'Гость')]","(8, 'Богом данная')","(6, 'Сахара')"
4812,город,"[(3, 'Гость'), (4, 'Док'), (5, 'Майор Ковальский'), (6, 'Сахара'), (9, 'zorgan'), (10, 'Светлая')]","[(1, 'Гость'), (8, 'Жэ')]","(7, 'Гость')","(2, 'Sub-Zero')"
4813,мафия,"[(1, 'Гость'), (2, 'Богом данная'), (4, 'Сахара'), (5, 'Светлая'), (6, 'Гость'), (7, 'Гость')]","[(3, 'Майор Ковальский'), (8, 'Док')]","(9, 'Жэ')","(10, 'zorgan')"
4814,мафия,"[(1, 'Гость'), (2, 'Майор Ковальский'), (5, 'Светлая'), (7, 'zorgan'), (9, 'Гость'), (10, 'Гость')]","[(3, 'Жэ'), (6, 'Гость')]","(8, 'Гость')","(4, 'Гость')"
4815,мафия,"[(3, 'Александр'), (5, 'Гость'), (7, 'Гость'), (8, 'Гость'), (9, 'Олимпийский мишка'), (10, 'Гость')]","[(4, 'zorgan'), (6, 'Arsenal')]","(2, 'Майор Ковальский')","(1, 'Радио')"
4816,город,"[(1, 'Гость'), (2, 'Александр'), (5, 'Гость'), (8, 'Дорога'), (9, 'Гость'), (10, 'Гость')]","[(4, 'Гость'), (6, 'Moss')]","(3, 'Гость')","(7, 'Джульетта')"
4817,мафия,"[(1, 'Светлая'), (2, 'Сахара'), (3, 'Радио'), (7, 'Гость'), (8, 'Александр'), (9, 'Джульетта')]","[(4, 'zorgan'), (5, 'Дорога')]","(10, 'Гость')","(6, 'Гость')"
4818,город,"[(1, 'Гость'), (4, 'Док'), (5, 'Джульетта'), (6, 'Sub-Zero'), (7, 'Гость'), (9, 'Гость')]","[(2, 'Светлая'), (8, 'Гость')]","(10, 'Moss')","(3, 'Радио')"
4819,мафия,"[(1, 'Гость'), (2, 'Светлая'), (4, 'Док'), (5, 'Гость'), (9, 'Fox'), (10, 'Гость')]","[(3, 'Радио'), (6, 'Гость')]","(7, 'zorgan')","(8, 'Moss')"
4820,город,"[(2, 'Arsenal'), (3, 'Джульетта'), (5, 'Гость'), (6, 'Гость'), (7, 'Гость'), (8, 'Гость')]","[(1, 'Майор Ковальский'), (10, 'Гость')]","(9, 'Гость')","(4, 'Александр')"
4821,мафия,"[(1, 'Moss'), (2, 'Гость'), (3, 'Гость'), (6, 'Александр'), (7, 'Гость'), (10, 'Олимпийский мишка')]","[(4, 'Джульетта'), (9, 'Гость')]","(5, 'Гость')","(8, 'Гость')"
4822,город,"[(1, 'Гость'), (2, 'Майор Ковальский'), (3, 'Джульетта'), (4, 'Гость'), (6, 'Александр'), (10, 'Сахара')]","[(7, 'Олимпийский мишка'), (8, 'zorgan')]","(5, 'Гость')","(9, 'Гость')"
4823,город,"[(2, 'Александр'), (3, 'zorgan'), (5, 'Джульетта'), (6, 'Гость'), (7, 'Гость'), (8, 'Гость')]","[(1, 'Гость'), (9, 'Олимпийский мишка')]","(10, 'Сахара')","(4, 'Гость')"
4824,город,"[(1, 'Гость'), (3, 'Moss'), (5, 'Гость'), (7, 'Гость'), (8, 'Гость'), (10, 'Олимпийский мишка')]","[(4, 'Майор Ковальский'), (9, 'Гость')]","(2, 'Гость')","(6, 'Гость')"
4825,мафия,"[(1, 'Док'), (2, 'Санчес'), (4, 'Джульетта'), (5, 'Гость'), (7, 'Сиеста'), (10, 'Сахара')]","[(6, 'Гость'), (8, 'Жэ')]","(3, 'zorgan')","(9, 'Александр')"
4826,мафия,"[(4, 'Майор Ковальский'), (5, 'Сахара'), (7, 'Гость'), (8, 'Александр'), (9, 'Гость'), (10, 'Гость')]","[(1, 'Fox'), (2, 'Светлая')]","(6, 'Arsenal')","(3, 'Гость')"
4827,мафия,"[(3, 'Майор Ковальский'), (4, 'Александр'), (5, 'Sub-Zero'), (6, 'Богом данная'), (8, 'Гость'), (10, 'Гость')]","[(7, 'Гость'), (9, 'Светлая')]","(1, 'Док')","(2, 'zorgan')"
4828,город,"[(1, 'Сахара'), (2, 'Fox'), (5, 'Док'), (6, 'Светлая'), (9, 'Гость'), (10, 'zorgan')]","[(3, 'Майор Ковальский'), (7, 'Гость')]","(8, 'Гость')","(4, 'Александр')"
4829,мафия,"[(2, 'Гость'), (3, 'Санчес'), (6, 'Александр'), (7, 'Сиеста'), (9, 'Джульетта'), (10, 'Fox')]","[(1, 'Жэ'), (5, 'Сахара')]","(8, 'Дорога')","(4, 'zorgan')"
4830,мафия,"[(3, 'Fox'), (4, 'zorgan'), (5, 'Сахара'), (7, 'Александр'), (8, 'Гость'), (9, 'Джульетта')]","[(2, 'Жэ'), (6, 'Arsenal')]","(1, 'Дорога')","(10, 'Санчес')"
4831,город,"[(1, 'Джульетта'), (2, 'Санчес'), (3, 'Александр'), (7, 'Дорога'), (9, 'Гость'), (10, 'Fox')]","[(5, 'Сахара'), (6, 'Arsenal')]","(8, 'zorgan')","(4, 'Жэ')"
4832,мафия,"[(1, 'Сахара'), (2, 'Arsenal'), (3, 'zorgan'), (5, 'Док'), (6, 'Гость'), (9, 'Жэ')]","[(4, 'Олимпийский мишка'), (7, 'Moss')]","(10, 'Fox')","(8, 'Александр')"
4833,город,"[(1, 'Arsenal'), (2, 'Жэ'), (3, 'zorgan'), (6, 'Гость'), (8, 'Док'), (9, 'Гость')]","[(5, 'Moss'), (10, 'Сахара')]","(4, 'Олимпийский мишка')","(7, 'Fox')"
4834,город,"[(1, 'zorgan'), (3, 'Александр'), (4, 'Олимпийский мишка'), (5, 'Moss'), (8, 'Arsenal'), (10, 'Fox')]","[(7, 'Жэ'), (9, 'Док')]","(6, 'Гость')","(2, 'Сахара')"
4835,мафия,"[(2, 'Moss'), (5, 'Гость'), (6, 'Сахара'), (8, 'zorgan'), (9, 'Олимпийский мишка'), (10, 'Fox')]","[(4, 'Александр'), (7, 'Гость')]","(3, 'Жэ')","(1, 'Док')"
4836,мафия,"[(1, 'Гость'), (2, 'Светлая'), (4, 'Гость'), (6, 'Майор Ковальский'), (8, 'Александр'), (10, 'zorgan')]","[(5, 'Гость'), (7, 'Fox')]","(9, 'Moss')","(3, 'Док')"
4837,мафия,"[(1, 'Сахара'), (2, 'Гость'), (4, 'Радио'), (6, 'Sub-Zero'), (8, 'Fox'), (9, 'Arsenal')]","[(5, 'Каменская'), (7, 'Гость')]","(3, 'Док')","(10, 'zorgan')"
4838,мафия,"[(1, 'Sub-Zero'), (2, 'Сахара'), (4, 'Гость'), (7, 'Майор Ковальский'), (8, 'Гость'), (10, 'Док')]","[(5, 'Каменская'), (9, 'Arsenal')]","(6, 'zorgan')","(3, 'Радио')"
4839,город,"[(1, 'Сахара'), (2, 'Каменская'), (5, 'Fox'), (6, 'Гость'), (9, 'Arsenal'), (10, 'Гость')]","[(3, 'Майор Ковальский'), (8, 'Радио')]","(4, 'zorgan')","(7, 'Док')"
4840,мафия,"[(1, 'zorgan'), (2, 'Moss'), (4, 'Светлая'), (6, 'Сахара'), (7, 'Док'), (9, 'Гость')]","[(3, 'Майор Ковальский'), (10, 'Александр')]","(5, 'Гость')","(8, 'Fox')"
4841,мафия,"[(1, 'Гость'), (2, 'Сахара'), (3, 'Светлая'), (4, 'Гость'), (8, 'Moss'), (10, 'Гость')]","[(6, 'Док'), (9, 'zorgan')]","(5, 'Александр')","(7, 'Гость')"
4842,мафия,"[(3, 'Светлая'), (4, 'Александр'), (5, 'Гость'), (6, 'Гость'), (7, 'Док'), (8, 'Майор Ковальский')]","[(2, 'Moss'), (9, 'Сахара')]","(10, 'zorgan')","(1, 'Гость')"
4843,город,"[(1, 'Сахара'), (2, 'Александр'), (3, 'Майор Ковальский'), (4, 'Док'), (6, 'Гость'), (7, 'Гость')]","[(5, 'Светлая'), (8, 'zorgan')]","(10, 'Fox')","(9, 'Moss')"
4844,город,"[(2, 'Сиеста'), (3, 'Джульетта'), (4, 'Гость'), (5, 'Гость'), (8, 'Гость'), (9, 'Гость')]","[(1, 'Гость'), (6, 'Гость')]","(7, 'Гость')","(10, 'Сахара')"
4845,город,"[(1, 'Сахара'), (2, 'Гость'), (5, 'Гость'), (7, 'Гость'), (8, 'Док'), (10, 'Гость')]","[(3, 'zorgan'), (4, 'Александр')]","(6, 'Moss')","(9, 'Санчес')"
4846,город,"[(2, 'Радио'), (3, 'Fox'), (5, 'Санчес'), (6, 'Гость'), (7, 'Сахара'), (10, 'Гость')]","[(8, 'Гость'), (9, 'Гость')]","(4, 'Moss')","(1, 'Гость')"
4847,мафия,"[(2, 'Док'), (3, 'Санчес'), (4, 'Гость'), (5, 'Александр'), (7, 'Гость'), (8, 'Гость')]","[(9, 'Moss'), (10, 'Сахара')]","(6, 'zorgan')","(1, 'Гость')"
4848,мафия,"[(1, 'Радио'), (3, 'Sub-Zero'), (4, 'Гость'), (7, 'Гость'), (9, 'Гость'), (10, 'Док')]","[(5, 'Гость'), (8, 'Arsenal')]","(6, 'Сахара')","(2, 'Александр')"
4849,мафия,"[(3, 'Александр'), (5, 'Гость'), (7, 'Гость'), (8, 'Гость'), (9, 'Гость'), (10, 'Сахара')]","[(1, 'Радио'), (2, 'Fox')]","(4, 'Гость')","(6, 'Док')"
4850,мафия,"[(1, 'Сахара'), (2, 'Радио'), (4, 'Гость'), (6, 'Светлая'), (7, 'Гость'), (8, 'Джульетта')]","[(3, 'Гость'), (10, 'Гость')]","(5, 'Майор Ковальский')","(9, 'Гость')"
4851,мафия,"[(1, 'Гость'), (2, 'Радио'), (3, 'Сахара'), (4, 'Гость'), (5, 'Fox'), (7, 'Arsenal')]","[(9, 'Гость'), (10, 'zorgan')]","(6, 'Гость')","(8, 'Гость')"
4852,мафия,"[(1, 'Гость'), (2, 'Радио'), (4, 'Гость'), (7, 'zorgan'), (8, 'Сахара'), (10, 'Fox')]","[(3, 'Гость'), (9, 'Гость')]","(6, 'Джульетта')","(5, 'Гость')"
4853,город,"[(1, 'Гость'), (2, 'Гость'), (3, 'zorgan'), (6, 'Arsenal'), (7, 'Гость'), (9, 'Гость')]","[(4, 'Гость'), (8, 'Сахара')]","(10, 'Гость')","(5, 'Fox')"
4854,город,"[(1, 'zorgan'), (4, 'Майор Ковальский'), (5, 'Гость'), (7, 'Гость'), (8, 'Гость'), (10, 'Гость')]","[(6, 'Гость'), (9, 'Сахара')]","(3, 'Гость')","(2, 'Док')"
4855,мафия,"[(1, 'Сиеста'), (2, 'Док'), (3, 'Sub-Zero'), (4, 'Каменская'), (5, 'Moss'), (6, 'Гость')]","[(8, 'Сахара'), (9, 'Гость')]","(10, 'Arsenal')","(7, 'zorgan')"
4856,мафия,"[(1, 'Гость'), (3, 'Гость'), (4, 'Sub-Zero'), (5, 'Док'), (8, 'Arsenal'), (9, 'Гость')]","[(2, 'Светлая'), (7, 'Гость')]","(6, 'Fox')","(10, 'Сахара')"
4857,мафия,"[(1, 'Sub-Zero'), (4, 'Гость'), (5, 'Гость'), (6, 'Гость'), (7, 'Fox'), (10, 'Сахара')]","[(3, 'Moss'), (9, 'Гость')]","(2, 'Светлая')","(8, 'Док')"
4858,мафия,"[(2, 'Светлая'), (3, 'Гость'), (6, 'Гость'), (7, 'Гость'), (8, 'Гость'), (10, 'Гость')]","[(1, 'Сахара'), (9, 'Гость')]","(5, 'Гость')","(4, 'Гость')"
4859,город,"[(3, 'Гость'), (4, 'Гость'), (5, 'Док'), (8, 'Moss'), (9, 'Гость'), (10, 'Гость')]","[(2, 'Светлая'), (6, 'Гость')]","(7, 'Сахара')","(1, 'Гость')"
4860,мафия,"[(2, 'Сахара'), (3, 'Гость'), (4, 'Гость'), (5, 'Sub-Zero'), (7, 'Док'), (8, 'Moss')]","[(1, 'Fox'), (9, 'Гость')]","(10, 'Гость')","(6, 'Гость')"
4861,мафия,"[(2, 'Радио'), (3, 'Гость'), (4, 'Джульетта'), (5, 'Док'), (6, 'Сахара'), (8, 'Гость')]","[(7, 'Александр'), (9, 'Гость')]","(10, 'Гость')","(1, 'Дорога')"
4862,мафия,"[(1, 'Fox'), (2, 'zorgan'), (3, 'Гость'), (5, 'Гость'), (6, 'Гость'), (8, 'Дорога')]","[(7, 'Светлая'), (9, 'Джульетта')]","(10, 'Док')","(4, 'Гость')"
4863,город,"[(4, 'Дорога'), (5, 'Гость'), (7, 'Гость'), (8, 'Док'), (9, 'Сахара'), (10, 'Гость')]","[(2, 'Александр'), (3, 'Светлая')]","(6, 'zorgan')","(1, 'Гость')"
4864,мафия,"[(1, 'Гость'), (3, 'Сахара'), (5, 'Гость'), (7, 'Джульетта'), (8, 'Гость'), (10, 'Гость')]","[(4, 'Александр'), (9, 'Дорога')]","(6, 'Светлая')","(2, 'Радио')"
